"Program","Year","Period","Geo.Level","State","Commodity","straw","mkt","measure","col1","col2","Type","Name","Chemical.Code","Value"
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUXAPYROXAD","138009",1800
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","MEFENOXAM","113502",2400
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","MYCLOBUTANIL","128857",4100
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","PENTHIOPYRAD","90112",3400
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,2300
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,10600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","PROPICONAZOLE","122101",1200
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","PYRACLOSTROBIN","99100",3100
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","PYRIMETHANIL","288201",10800
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","QUINOLINE","55459",2000
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","SULFUR","77501",591200
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","TETRACONAZOLE","120603",800
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,9400
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",96300
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE",NA,NA,NA,1056400
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","TRIFLOXYSTROBIN","129112",3900
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","FUNGICIDE","FUNGICIDE","TRIFLUMIZOLE","128879",6300
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","HERBICIDE","HERBICIDE","FLUMIOXAZIN","129034",500
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","HERBICIDE","HERBICIDE","OXYFLUORFEN","111601",1700
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","HERBICIDE","HERBICIDE","PENDIMETHALIN","108501",10800
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","HERBICIDE",NA,NA,NA,16900
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",200
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","ACEQUINOCYL","6329",7400
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",2300
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","AZADIRACHTIN","121701",600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",16700
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",3400
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",1800
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","CYANTRANILIPROLE","90098",1100
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","CYFLUMETOFEN","138831",5500
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","FENPROPATHRIN","127901",2500
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","FENPYROXIMATE","129131",200
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","FLONICAMID","128016",3600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","FLUPYRADIFURONE","122304",3600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","HEXYTHIAZOX","128849",2600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","IMIDACLOPRID","129099",2500
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","MALATHION","57701",29100
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","METHOXYFENOZIDE","121027",2600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","NALED","34401",2900
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE",NA,NA,NA,3100
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE",NA,NA,NA,5800
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",3300
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","PYRETHRINS","69001",100
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",2200
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINOSAD","110003",1800
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","SPIROMESIFEN","24875",700
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","INSECTICIDE",NA,NA,NA,116700
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER","OTHER","CHLOROPICRIN","81501",5692600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER","OTHER","DICHLOROPROPENE","29001",848600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER","OTHER","FLUTRIAFOL","128940",2600
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER",NA,NA,NA,9400
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER",NA,NA,NA,1040400
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER",NA,NA,NA,2000
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER",NA,NA,NA,3000
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB","CHEMICAL","OTHER",NA,NA,NA,7602900
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",0.237
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE",NA,NA,NA,0.017
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","BOSCALID","128008",0.372
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",1.662
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CYFLUFENAMID","555550",0.023
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",0.333
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","FENHEXAMID","90209",0.627
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",0.222
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUOPYRAM","80302",0.125
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUXAPYROXAD","138009",0.174
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","MEFENOXAM","113502",0.483
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","MYCLOBUTANIL","128857",0.105
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","PENTHIOPYRAD","90112",0.279
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE",NA,NA,NA,0.098
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE",NA,NA,NA,2.152
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","PROPICONAZOLE","122101",0.113
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","PYRACLOSTROBIN","99100",0.179
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","PYRIMETHANIL","288201",0.711
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","QUINOLINE","55459",0.098
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","SULFUR","77501",3.779
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","TETRACONAZOLE","120603",0.038
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE",NA,NA,NA,0.707
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",2.144
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","TRIFLOXYSTROBIN","129112",0.124
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","FUNGICIDE","FUNGICIDE","TRIFLUMIZOLE","128879",0.251
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","HERBICIDE","FLUMIOXAZIN","129034",0.084
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","HERBICIDE","OXYFLUORFEN","111601",0.301
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","HERBICIDE","HERBICIDE","PENDIMETHALIN","108501",1.327
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.018
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","ACEQUINOCYL","6329",0.305
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",0.138
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","AZADIRACHTIN","121701",0.029
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",0.505
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",0.123
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.066
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","CYANTRANILIPROLE","90098",0.109
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","CYFLUMETOFEN","138831",0.178
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","FENPROPATHRIN","127901",0.233
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","FENPYROXIMATE","129131",0.106
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","FLONICAMID","128016",0.088
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","FLUPYRADIFURONE","122304",0.18
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","HEXYTHIAZOX","128849",0.218
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","IMIDACLOPRID","129099",0.513
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","MALATHION","57701",2.027
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","METHOXYFENOZIDE","121027",0.169
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","NALED","34401",0.907
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE",NA,NA,NA,0.779
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE",NA,NA,NA,2.222
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",0.077
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","PYRETHRINS","69001",0.041
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",0.076
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINOSAD","110003",0.095
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","SPIROMESIFEN","24875",0.252
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",0.065
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","OTHER","CHLOROPICRIN","81501",196.615
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","OTHER","DICHLOROPROPENE","29001",70.726
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER","OTHER","FLUTRIAFOL","128940",0.113
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER",NA,NA,NA,2.372
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER",NA,NA,NA,240.829
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER",NA,NA,NA,0.491
"SURVEY",2021,"YEAR","STATE","CALIFORNIA","STRAWBERRIES","STRAWBERRIES","BEARING - APPLICATIONS","MEASURED IN LB / ACRE / APPLICATION","CHEMICAL","OTHER",NA,NA,NA,0.199
