"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","watershed_code","Commodity","straw","more","mkt","measure","other","col1","col2","Type","Name","Chemical.Code","Value","CV...."
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","IPRODIONE","109801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","ISOFETAMID","270000",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","MANCOZEB","14504",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","MEFENOXAM","113502",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PENTHIOPYRAD","90112",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PROPICONAZOLE","122101",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PYDIFLUMETOFEN","90110",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PYRACLOSTROBIN","99100",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PYRIMETHANIL","288201",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","SULFUR","77501",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","TETRACONAZOLE","120603",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",12.456,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","HERBICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","HERBICIDE","HERBICIDE","CLETHODIM","121011",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","HERBICIDE","HERBICIDE","FLUMIOXAZIN","129034",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","HERBICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","HERBICIDE","HERBICIDE","PARAQUAT","61601",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",0.033,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",0.179,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",0.136,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.06,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","CYANTRANILIPROLE","90098",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","DIAZINON","57801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","FENPROPATHRIN","127901",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","FLUPYRADIFURONE","122304",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","HEXYTHIAZOX","128849",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","IMIDACLOPRID","129099",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","MALATHION","57701",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","METHOMYL","90301",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","NALED","34401",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","NOVALURON","124002",0.18,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","PYRETHRINS","69001",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINETORAM","110007",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","SPINOSAD","110003",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","SULFOXAFLOR","5210",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","THIAMETHOXAM","60109",0.064,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","OTHER","OTHER","CYTOKININS","116801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","OTHER","OTHER","FLUTRIAFOL","128940",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","OTHER",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","OTHER",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","CHEMICAL","OTHER",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FERTILIZER",NA,NA,NA,NA,43,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FERTILIZER",NA,NA,NA,NA,29,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FERTILIZER",NA,NA,NA,NA,79,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN LB / ACRE / YEAR","AVG","FERTILIZER",NA,NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","AZOXYSTROBIN","128810",1.4,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","BOSCALID","128008",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","CAPTAN","81301",5.2,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","CHLOROTHALONIL","81901",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","CYFLUFENAMID","555550",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","CYMOXANIL","129106",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","CYPRODINIL","288202",3.1,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","DIFENOCONAZOLE","128847",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","FAMOXADONE","113202",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","FENHEXAMID","90209",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUDIOXONIL","71503",3.1,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUOPYRAM","80302",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","FLUXAPYROXAD","138009",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","IPRODIONE","109801",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","ISOFETAMID","270000",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","MANCOZEB","14504",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","MEFENOXAM","113502",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PENTHIOPYRAD","90112",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PROPICONAZOLE","122101",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PYDIFLUMETOFEN","90110",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PYRACLOSTROBIN","99100",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","PYRIMETHANIL","288201",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","SULFUR","77501",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","TETRACONAZOLE","120603",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","THIRAM","79801",5.8,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","FUNGICIDE","FUNGICIDE","TRIFLUMIZOLE","128879",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","HERBICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","HERBICIDE","HERBICIDE","CLETHODIM","121011",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","HERBICIDE","HERBICIDE","FLUMIOXAZIN","129034",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","HERBICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","HERBICIDE","HERBICIDE","PARAQUAT","61601",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","ABAMECTIN","122804",1.1,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","ACETAMIPRID","99050",1.2,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENAZATE","586",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","BIFENTHRIN","128825",1.2,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","INSECTICIDE",NA,NA,NA,NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","CHLORANTRANILIPROLE","90100",1.1,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","CYANTRANILIPROLE","90098",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA",12,"",NA,"",NA,0,"STRAWBERRIES","STRAWBERRIES",NA,"BEARING - APPLICATIONS","MEASURED IN NUMBER","AVG","CHEMICAL","INSECTICIDE","INSECTICIDE","DIAZINON","57801",NA,NA
